Date,Close
2016-10-22,52
2016-11-22,51
2016-12-22,82
2016-01-23,61
2016-02-23,65
2016-03-23,60
2016-04-23,56
2016-05-23,49
2016-06-23,44
2016-07-23,67
2016-08-23,64
2016-09-23,58
2016-10-23,45
2016-11-23,59
2016-12-23,77
2016-01-24,67
2016-02-24,87
2016-03-24,86
2016-04-24,88
2016-05-24,72
2016-06-24,51
2016-07-24,65
2016-08-24,55
2016-09-24,66
2016-10-24,49
2016-11-24,53
2016-12-24,80
2016-01-25,45
2016-02-25,64
2016-03-25,68
2016-04-25,58
2016-05-25,59
2016-06-25,66
2016-07-25,58
2016-08-25,64
2016-09-25,74
2016-10-25,54
2016-11-25,59
2016-12-25,66
2016-01-26,64
2016-02-26,85
2016-03-26,89
2016-04-26,59
2016-05-26,65
2016-06-26,64
2016-07-26,57
2016-08-26,57
2016-09-26,70
2016-10-26,54
2016-11-26,59
2016-12-26,45
2016-01-27,68
2016-02-27,75
2016-03-27,87
2016-04-27,59
2016-05-27,73
2016-06-27,53
2016-07-27,71
2016-08-27,59
2016-09-27,56
2016-10-27,55
2016-11-27,68
2016-12-27,67
2016-01-28,66
2016-02-28,74
2016-03-28,64
2016-04-28,67
2016-05-28,67
2016-06-28,67
2016-07-28,63
2016-08-28,67
2016-09-28,69
2016-10-28,78
2016-11-28,49
2016-12-28,71
2016-01-29,78
2016-02-29,66
2016-03-29,55
2016-04-29,62
2016-05-29,68
2016-06-29,60
2016-07-29,66
2016-08-29,53
2016-09-29,67
2016-10-29,59
2016-11-29,49
2016-12-29,47
2016-01-30,65
2016-03-30,49
2016-04-30,65
2016-05-30,49
2016-06-30,72
2016-07-30,61
2016-08-30,50
2016-09-30,72
2016-10-30,67
2016-11-30,60
2016-12-30,65
2016-01-31,67
2016-03-31,59
2016-05-31,49
2016-07-31,53
2016-08-31,49
2016-10-31,63
2016-12-31,81
2010-01-01,74
2010-01-02,43
2010-01-03,69
2010-01-04,60
2010-01-05,59
2010-01-06,66
2010-01-07,49
2010-01-08,54
2010-01-09,58
2010-01-10,64
2010-01-11,45
2010-01-12,50
2010-01-13,47
2010-01-14,56
2010-01-15,56
2010-01-16,55
2010-01-17,55
2010-01-18,50
2010-01-19,33
2010-01-20,71
2010-01-21,42
2010-01-22,53
2010-01-23,50
2010-01-24,55
2010-01-25,51
2010-01-26,46
2010-01-27,49
2010-01-28,58
2010-01-29,64
2010-01-30,50
2010-01-31,46
2010-02-01,51
2010-02-02,51
2010-02-03,63
2010-02-04,46
2010-02-05,55
2010-02-06,48
2010-02-07,53
2010-02-08,44
2010-02-09,57
2010-02-10,52
2010-02-11,42
2010-02-12,44
2010-02-13,46
2010-02-14,59
2010-02-15,48
2010-02-16,55
2010-02-17,53
2010-02-18,39
2010-02-19,42
2010-02-20,40
2010-02-21,45
2010-02-22,52
2010-02-23,50
2010-02-24,49
2010-02-25,50
2010-02-26,37
2010-02-27,45
2010-02-28,34
2010-03-01,46
2010-03-02,41
2010-03-03,44
2010-03-04,49
2010-03-05,48
2010-03-06,48
2010-03-07,56
2010-03-08,36
2010-03-09,53
2010-03-10,55
2010-03-11,51
2010-03-12,41
2010-03-13,46
2010-03-14,35
2010-03-15,33
2010-03-16,56
2010-03-17,54
2010-03-18,59
2010-03-19,56
2010-03-20,50
2010-03-21,48
2010-03-22,29
2010-03-23,43
2010-03-24,42
2010-03-25,55
2010-03-26,63
2010-03-27,38
2010-03-28,48
2010-03-29,41
2010-03-30,48
2010-03-31,38
2010-04-01,50
2010-04-02,46
2010-04-03,49
2010-04-04,49
2010-04-05,60
2010-04-06,49
2010-04-07,42
2010-04-08,48
2010-04-09,50
2010-04-10,52
2010-04-11,48
2010-04-12,40
2010-04-13,43
2010-04-14,50
2010-04-15,58
2010-04-16,55
2010-04-17,56
2010-04-18,47
2010-04-19,40
2010-04-20,44
2010-04-21,43
2010-04-22,44
2010-04-23,53
2010-04-24,50
2010-04-25,50
2010-04-26,45
2010-04-27,39
2010-04-28,40
2010-04-29,38
2010-04-30,43
2010-05-01,65
2010-05-02,47
2010-05-03,43
2010-05-04,47
2010-05-05,73
2010-05-06,68
2010-05-07,71
2010-05-08,58
2010-05-09,49
2010-05-10,42
2010-05-11,50
2010-05-12,41
2010-05-13,55
2010-05-14,53
2010-05-15,53
2010-05-16,63
2010-05-17,32
2010-05-18,51
2010-05-19,33
2010-05-20,61
2010-05-21,45
2010-05-22,54
2010-05-23,41
2010-05-24,39
2010-05-25,39
2010-05-26,56
2010-05-27,39
2010-05-28,43
2010-05-29,36
2010-05-30,36
2010-05-31,37
2010-06-01,35
2010-06-02,69
2010-06-03,45
2010-06-04,59
2010-06-05,58
2010-06-06,53
2010-06-07,40
2010-06-08,32
2010-06-09,48
2010-06-10,52
2010-06-11,43
2010-06-12,56
2010-06-13,45
2010-06-14,39
2010-06-15,50
2010-06-16,46
2010-06-17,46
2010-06-18,35
2010-06-19,34
2010-06-20,28
2010-06-21,29
2010-06-22,47
2010-06-23,47
2010-06-24,50
2010-06-25,57
2010-06-26,50
2010-06-27,30
2010-06-28,35
2010-06-29,50
2010-06-30,38
2010-07-01,52
2010-07-02,47
2010-07-03,54
2010-07-04,46
2010-07-05,65
2010-07-06,45
2010-07-07,43
2010-07-08,47
2010-07-09,65
2010-07-10,58
2010-07-11,49
2010-07-12,40
2010-07-13,61
2010-07-14,62
2010-07-15,43
2010-07-16,51
2010-07-17,48
2010-07-18,52
2010-07-19,40
2010-07-20,52
2010-07-21,58
2010-07-22,48
2010-07-23,35
2010-07-24,46
2010-07-25,42
2010-07-26,62
2010-07-27,54
2010-07-28,53
2010-07-29,34
2010-07-30,56
2010-07-31,57
2010-08-01,48
2010-08-02,33
2010-08-03,56
2010-08-04,47
2010-08-05,51
2010-08-06,52
2010-08-07,33
2010-08-08,38
2010-08-09,55
2010-08-10,53
2010-08-11,66
2010-08-12,44
2010-08-13,61
2010-08-14,64
2010-08-15,46
2010-08-16,50
2010-08-17,45
2010-08-18,55
2010-08-19,32
2010-08-20,50
2010-08-21,59
2010-08-22,38
2010-08-23,42
2010-08-24,59
2010-08-25,42
2010-08-26,39
2010-08-27,46
2010-08-28,60
2010-08-29,51
2010-08-30,52
2010-08-31,54
2010-09-01,55
2010-09-02,52
2010-09-03,61
2010-09-04,49
2010-09-05,55
2010-09-06,39
2010-09-07,45
2010-09-08,55
2010-09-09,46
2010-09-10,54
2010-09-11,55
2010-09-12,50
2010-09-13,55
2010-09-14,62
2010-09-15,65
2010-09-16,44
2010-09-17,66
2010-09-18,58
2010-09-19,44
2010-09-20,45
2010-09-21,55
2010-09-22,58
2010-09-23,55
2010-09-24,56
2010-09-25,46
2010-09-26,52
2010-09-27,48
2010-09-28,47
2010-09-29,53
2010-09-30,44
2010-10-01,63
2010-10-02,43
2010-10-03,56
2010-10-04,37
2010-10-05,45
2010-10-06,65
2010-10-07,52
2010-10-08,59
2010-10-09,37
2010-10-10,49
2010-10-11,45
2010-10-12,58
2010-10-13,49
2010-10-14,39
2010-10-15,55
2010-10-16,52
2010-10-17,43
2010-10-18,53
2010-10-19,49
2010-10-20,39
2010-10-21,49
2010-10-22,47
2010-10-23,37
2010-10-24,25
2010-10-25,39
2010-10-26,39
2010-10-27,47
2010-10-28,58
2010-10-29,47
2010-10-30,47
2010-10-31,38
2010-11-01,36
2010-11-02,33
2010-11-03,42
2010-11-04,41
2010-11-05,66
2010-11-06,45
2010-11-07,48
2010-11-08,38
2010-11-09,54
2010-11-10,51
2010-11-11,63
2010-11-12,42
2010-11-13,50
2010-11-14,50
2010-11-15,54
2010-11-16,25
2010-11-17,45
2010-11-18,47
2010-11-19,59
2010-11-20,47
2010-11-21,33
2010-11-22,44
2010-11-23,43
2010-11-24,41
2010-11-25,27
2010-11-26,41
2010-11-27,39
2010-11-28,29
2010-11-29,38
2010-11-30,48
2010-12-01,47
2010-12-02,42
2010-12-03,46
2010-12-04,30
2010-12-05,47
2010-12-06,55
2010-12-07,49
2010-12-08,31
2010-12-09,34
2010-12-10,53
2010-12-11,54
2010-12-12,42
2010-12-13,41
2010-12-14,47
2010-12-15,50
2010-12-16,49
2010-12-17,40
2010-12-18,50
2010-12-19,42
2010-12-20,41
2010-12-21,32
2010-12-22,40
2010-12-23,32
2010-12-24,21
2010-12-25,36
2010-12-26,27
2010-12-27,30
2010-12-28,35
2010-12-29,38
2010-12-30,35
2010-12-31,21
2011-01-01,65
2011-01-02,52
2011-01-03,56
2011-01-04,59
2011-01-05,68
2011-01-06,73
2011-01-07,67
2011-01-08,57
2011-01-09,75
2011-01-10,73
2011-01-11,48
2011-01-12,60
2011-01-13,66
2011-01-14,69
2011-01-15,59
2011-01-16,61
2011-01-17,57
2011-01-18,65
2011-01-19,56
2011-01-20,68
2011-01-21,61
2011-01-22,45
2011-01-23,63
2011-01-24,58
2011-01-25,48
2011-01-26,62
2011-01-27,52
2011-01-28,52
2011-01-29,50
2011-01-30,55
2011-01-31,58
2011-02-01,54
2011-02-02,49
2011-02-03,66
2011-02-04,64
2011-02-05,41
2011-02-06,49
2011-02-07,46
2011-02-08,54
2011-02-09,54
2011-02-10,69
2011-02-11,71
2011-02-12,52
2011-02-13,48
2011-02-14,48
2011-02-15,61
2011-02-16,59
2011-02-17,64
2011-02-18,63
2011-02-19,47
2011-02-20,48
2011-02-21,70
2011-02-22,72
2011-02-23,54
2011-02-24,56
2011-02-25,53
2011-02-26,56
2011-02-27,57
2011-02-28,54
2011-03-01,56
2011-03-02,48
2011-03-03,53
2011-03-04,60
2011-03-05,65
2011-03-06,44
2011-03-07,57
2011-03-08,47
2011-03-09,54
2011-03-10,68
2011-03-11,55
2011-03-12,48
2011-03-13,40
2011-03-14,36
2011-03-15,54
2011-03-16,55
2011-03-17,42
2011-03-18,59
2011-03-19,52
2011-03-20,61
2011-03-21,30
2011-03-22,50
2011-03-23,52
2011-03-24,60
2011-03-25,46
2011-03-26,43
2011-03-27,40
2011-03-28,36
2011-03-29,50
2011-03-30,55
2011-03-31,53
2011-04-01,58
2011-04-02,49
2011-04-03,41
2011-04-04,67
2011-04-05,51
2011-04-06,59
2011-04-07,58
2011-04-08,59
2011-04-09,60
2011-04-10,44
2011-04-11,40
2011-04-12,55
2011-04-13,61
2011-04-14,51
2011-04-15,56
2011-04-16,63
2011-04-17,52
2011-04-18,51
2011-04-19,60
2011-04-20,60
2011-04-21,48
2011-04-22,34
2011-04-23,59
2011-04-24,68
2011-04-25,60
2011-04-26,56
2011-04-27,58
2011-04-28,38
2011-04-29,42
2011-04-30,34
2011-05-01,43
2011-05-02,54
2011-05-03,49
2011-05-04,53
2011-05-05,70
2011-05-06,65
2011-05-07,61
2011-05-08,50
2011-05-09,37
2011-05-10,84
2011-05-11,56
2011-05-12,60
2011-05-13,52
2011-05-14,62
2011-05-15,45
2011-05-16,45
2011-05-17,66
2011-05-18,48
2011-05-19,45
2011-05-20,61
2011-05-21,50
2011-05-22,50
2011-05-23,53
2011-05-24,47
2011-05-25,56
2011-05-26,47
2011-05-27,64
2011-05-28,55
2011-05-29,31
2011-05-30,39
2011-05-31,53
2011-06-01,45
2011-06-02,59
2011-06-03,60
2011-06-04,44
2011-06-05,58
2011-06-06,57
2011-06-07,48
2011-06-08,55
2011-06-09,48
2011-06-10,53
2011-06-11,44
2011-06-12,57
2011-06-13,42
2011-06-14,55
2011-06-15,50
2011-06-16,47
2011-06-17,51
2011-06-18,52
2011-06-19,53
2011-06-20,38
2011-06-21,44
2011-06-22,40
2011-06-23,54
2011-06-24,45
2011-06-25,52
2011-06-26,44
2011-06-27,60
2011-06-28,51
2011-06-29,43
2011-06-30,50
2011-07-01,64
2011-07-02,59
2011-07-03,51
2011-07-04,58
2011-07-05,52
2011-07-06,45
2011-07-07,44
2011-07-08,66
2011-07-09,57
2011-07-10,40
2011-07-11,36
2011-07-12,55
2011-07-13,51
2011-07-14,49
2011-07-15,48
2011-07-16,55
2011-07-17,48
2011-07-18,40
2011-07-19,39
2011-07-20,53
2011-07-21,53
2011-07-22,47
2011-07-23,49
2011-07-24,44
2011-07-25,29
2011-07-26,38
2011-07-27,53
2011-07-28,66
2011-07-29,49
2011-07-30,59
2011-07-31,55
2011-08-01,49
2011-08-02,44
2011-08-03,38
2011-08-04,50
2011-08-05,59
2011-08-06,48
2011-08-07,37
2011-08-08,42
2011-08-09,46
2011-08-10,48
2011-08-11,48
2011-08-12,58
2011-08-13,40
2011-08-14,44
2011-08-15,42
2011-08-16,50
2011-08-17,46
2011-08-18,39
2011-08-19,47
2011-08-20,51
2011-08-21,41
2011-08-22,36
2011-08-23,39
2011-08-24,49
2011-08-25,44
2011-08-26,45
2011-08-27,47
2011-08-28,55
2011-08-29,50
2011-08-30,51
2011-08-31,45
2011-09-01,53
2011-09-02,44
2011-09-03,44
2011-09-04,45
2011-09-05,48
2011-09-06,45
2011-09-07,47
2011-09-08,38
2011-09-09,62
2011-09-10,52
2011-09-11,52
2011-09-12,36
2011-09-13,37
2011-09-14,55
2011-09-15,52
2011-09-16,40
2011-09-17,56
2011-09-18,38
2011-09-19,29
2011-09-20,40
2011-09-21,57
2011-09-22,46
2011-09-23,55
2011-09-24,58
2011-09-25,41
2011-09-26,50
2011-09-27,36
2011-09-28,51
2011-09-29,37
2011-09-30,53
2011-10-01,53
2011-10-02,45
2011-10-03,37
2011-10-04,39
2011-10-05,49
2011-10-06,60
2011-10-07,44
2011-10-08,49
2011-10-09,47
2011-10-10,42
2011-10-11,42
2011-10-12,47
2011-10-13,55
2011-10-14,55
2011-10-15,54
2011-10-16,65
2011-10-17,39
2011-10-18,46
2011-10-19,42
2011-10-20,53
2011-10-21,51
2011-10-22,45
2011-10-23,48
2011-10-24,55
2011-10-25,45
2011-10-26,40
2011-10-27,52
2011-10-28,40
2011-10-29,19
2011-10-30,43
2011-10-31,47
2011-11-01,40
2011-11-02,43
2011-11-03,49
2011-11-04,44
2011-11-05,63
2011-11-06,52
2011-11-07,41
2011-11-08,43
2011-11-09,42
2011-11-10,48
2011-11-11,39
2011-11-12,38
2011-11-13,30
2011-11-14,38
2011-11-15,44
2011-11-16,48
2011-11-17,47
2011-11-18,47
2011-11-19,36
2011-11-20,35
2011-11-21,37
2011-11-22,31
2011-11-23,35
2011-11-24,50
2011-11-25,35
2011-11-26,37
2011-11-27,43
2011-11-28,36
2011-11-29,36
2011-11-30,36
2011-12-01,51
2011-12-02,35
2011-12-03,51
2011-12-04,34
2011-12-05,36
2011-12-06,43
2011-12-07,32
2011-12-08,27
2011-12-09,38
2011-12-10,40
2011-12-11,38
2011-12-12,36
2011-12-13,42
2011-12-14,43
2011-12-15,48
2011-12-16,42
2011-12-17,49
2011-12-18,25
2011-12-19,40
2011-12-20,38
2011-12-21,50
2011-12-22,37
2011-12-23,31
2011-12-24,32
2011-12-25,36
2011-12-26,23
2011-12-27,32
2011-12-28,34
2011-12-29,21
2011-12-30,36
2011-12-31,30
2012-01-01,108
2012-01-02,59
2012-01-03,63
2012-01-04,79
2012-01-05,83
2012-01-06,93
2012-01-07,90
2012-01-08,89
2012-01-09,75
2012-01-10,94
2012-01-11,63
2012-01-12,64
2012-01-13,78
2012-01-14,80
2012-01-15,85
2012-01-16,82
2012-01-17,65
2012-01-18,71
2012-01-19,67
2012-01-20,76
2012-01-21,87
2012-01-22,68
2012-01-23,61
2012-01-24,81
2012-01-25,93
2012-01-26,83
2012-01-27,73
2012-01-28,56
2012-01-29,55
2012-01-30,68
2012-01-31,61
2012-02-01,95
2012-02-02,69
2012-02-03,98
2012-02-04,58
2012-02-05,87
2012-02-06,62
2012-02-07,54
2012-02-08,82
2012-02-09,75
2012-02-10,82
2012-02-11,86
2012-02-12,69
2012-02-13,71
2012-02-14,59
2012-02-15,91
2012-02-16,88
2012-02-17,76
2012-02-18,73
2012-02-19,73
2012-02-20,61
2012-02-21,70
2012-02-22,59
2012-02-23,80
2012-02-24,74
2012-02-25,62
2012-02-26,59
2012-02-27,66
2012-02-28,65
2012-02-29,67
2012-03-01,86
2012-03-02,78
2012-03-03,73
2012-03-04,61
2012-03-05,96
2012-03-06,68
2012-03-07,61
2012-03-08,92
2012-03-09,73
2012-03-10,64
2012-03-11,57
2012-03-12,72
2012-03-13,83
2012-03-14,76
2012-03-15,83
2012-03-16,60
2012-03-17,63
2012-03-18,58
2012-03-19,43
2012-03-20,67
2012-03-21,54
2012-03-22,72
2012-03-23,58
2012-03-24,58
2012-03-25,72
2012-03-26,63
2012-03-27,72
2012-03-28,65
2012-03-29,64
2012-03-30,72
2012-03-31,61
2012-04-01,80
2012-04-02,60
2012-04-03,71
2012-04-04,78
2012-04-05,55
2012-04-06,56
2012-04-07,80
2012-04-08,81
2012-04-09,71
2012-04-10,78
2012-04-11,58
2012-04-12,59
2012-04-13,74
2012-04-14,73
2012-04-15,61
2012-04-16,64
2012-04-17,57
2012-04-18,77
2012-04-19,69
2012-04-20,89
2012-04-21,54
2012-04-22,47
2012-04-23,79
2012-04-24,74
2012-04-25,63
2012-04-26,77
2012-04-27,66
2012-04-28,55
2012-04-29,74
2012-04-30,64
2012-05-01,67
2012-05-02,80
2012-05-03,66
2012-05-04,66
2012-05-05,71
2012-05-06,53
2012-05-07,73
2012-05-08,72
2012-05-09,70
2012-05-10,77
2012-05-11,75
2012-05-12,73
2012-05-13,73
2012-05-14,51
2012-05-15,69
2012-05-16,58
2012-05-17,68
2012-05-18,81
2012-05-19,72
2012-05-20,58
2012-05-21,50
2012-05-22,56
2012-05-23,71
2012-05-24,92
2012-05-25,71
2012-05-26,56
2012-05-27,57
2012-05-28,56
2012-05-29,77
2012-05-30,80
2012-05-31,49
2012-06-01,71
2012-06-02,67
2012-06-03,72
2012-06-04,58
2012-06-05,70
2012-06-06,62
2012-06-07,55
2012-06-08,55
2012-06-09,54
2012-06-10,47
2012-06-11,52
2012-06-12,62
2012-06-13,46
2012-06-14,62
2012-06-15,66
2012-06-16,59
2012-06-17,61
2012-06-18,56
2012-06-19,60
2012-06-20,66
2012-06-21,63
2012-06-22,80
2012-06-23,48
2012-06-24,57
2012-06-25,52
2012-06-26,58
2012-06-27,75
2012-06-28,61
2012-06-29,74
2012-06-30,52
2012-07-01,71
2012-07-02,76
2012-07-03,60
2012-07-04,61
2012-07-05,67
2012-07-06,65
2012-07-07,68
2012-07-08,54
2012-07-09,59
2012-07-10,51
2012-07-11,63
2012-07-12,56
2012-07-13,52
2012-07-14,76
2012-07-15,57
2012-07-16,55
2012-07-17,75
2012-07-18,67
2012-07-19,47
2012-07-20,39
2012-07-21,52
2012-07-22,51
2012-07-23,62
2012-07-24,60
2012-07-25,64
2012-07-26,70
2012-07-27,63
2012-07-28,54
2012-07-29,52
2012-07-30,62
2012-07-31,62
2012-08-01,72
2012-08-02,59
2012-08-03,65
2012-08-04,51
2012-08-05,51
2012-08-06,52
2012-08-07,58
2012-08-08,61
2012-08-09,71
2012-08-10,55
2012-08-11,60
2012-08-12,55
2012-08-13,42
2012-08-14,61
2012-08-15,66
2012-08-16,68
2012-08-17,64
2012-08-18,57
2012-08-19,51
2012-08-20,54
2012-08-21,64
2012-08-22,64
2012-08-23,61
2012-08-24,66
2012-08-25,58
2012-08-26,60
2012-08-27,55
2012-08-28,59
2012-08-29,49
2012-08-30,49
2012-08-31,73
2012-09-01,52
2012-09-02,48
2012-09-03,48
2012-09-04,55
2012-09-05,68
2012-09-06,52
2012-09-07,57
2012-09-08,52
2012-09-09,52
2012-09-10,55
2012-09-11,56
2012-09-12,54
2012-09-13,67
2012-09-14,68
2012-09-15,61
2012-09-16,50
2012-09-17,39
2012-09-18,51
2012-09-19,65
2012-09-20,54
2012-09-21,65
2012-09-22,55
2012-09-23,46
2012-09-24,53
2012-09-25,54
2012-09-26,47
2012-09-27,65
2012-09-28,54
2012-09-29,51
2012-09-30,48
2012-10-01,67
2012-10-02,42
2012-10-03,47
2012-10-04,67
2012-10-05,57
2012-10-06,52
2012-10-07,43
2012-10-08,50
2012-10-09,52
2012-10-10,53
2012-10-11,54
2012-10-12,52
2012-10-13,61
2012-10-14,58
2012-10-15,44
2012-10-16,49
2012-10-17,40
2012-10-18,52
2012-10-19,45
2012-10-20,45
2012-10-21,39
2012-10-22,36
2012-10-23,35
2012-10-24,38
2012-10-25,41
2012-10-26,41
2012-10-27,36
2012-10-28,33
2012-10-29,45
2012-10-30,42
2012-10-31,46
2012-11-01,31
2012-11-02,49
2012-11-03,45
2012-11-04,36
2012-11-05,34
2012-11-06,37
2012-11-07,35
2012-11-08,54
2012-11-09,58
2012-11-10,55
2012-11-11,53
2012-11-12,45
2012-11-13,34
2012-11-14,37
2012-11-15,54
2012-11-16,63
2012-11-17,46
2012-11-18,42
2012-11-19,32
2012-11-20,42
2012-11-21,56
2012-11-22,50
2012-11-23,47
2012-11-24,42
2012-11-25,41
2012-11-26,39
2012-11-27,41
2012-11-28,47
2012-11-29,49
2012-11-30,48
2012-12-01,54
2012-12-02,60
2012-12-03,63
2012-12-04,56
2012-12-05,65
2012-12-06,57
2012-12-07,53
2012-12-08,44
2012-12-09,45
2012-12-10,50
2012-12-11,42
2012-12-12,56
2012-12-13,57
2012-12-14,51
2012-12-15,59
2012-12-16,54
2012-12-17,31
2012-12-18,59
2012-12-19,68
2012-12-20,53
2012-12-21,53
2012-12-22,63
2012-12-23,60
2012-12-24,52
2012-12-25,33
2012-12-26,42
2012-12-27,68
2012-12-28,47
2012-12-29,56
2012-12-30,46
2012-12-31,64
2013-01-01,101
2013-01-02,68
2013-01-03,75
2013-01-04,96
2013-01-05,75
2013-01-06,109
2013-01-07,72
2013-01-08,91
2013-01-09,75
2013-01-10,82
2013-01-11,74
2013-01-12,67
2013-01-13,77
2013-01-14,72
2013-01-15,82
2013-01-16,76
2013-01-17,75
2013-01-18,71
2013-01-19,72
2013-01-20,73
2013-01-21,66
2013-01-22,66
2013-01-23,83
2013-01-24,74
2013-01-25,83
2013-01-26,72
2013-01-27,71
2013-01-28,61
2013-01-29,71
2013-01-30,75
2013-01-31,75
2013-02-01,88
2013-02-02,64
2013-02-03,69
2013-02-04,60
2013-02-05,65
2013-02-06,58
2013-02-07,60
2013-02-08,66
2013-02-09,72
2013-02-10,62
2013-02-11,66
2013-02-12,69
2013-02-13,66
2013-02-14,59
2013-02-15,72
2013-02-16,69
2013-02-17,59
2013-02-18,53
2013-02-19,66
2013-02-20,72
2013-02-21,75
2013-02-22,77
2013-02-23,69
2013-02-24,57
2013-02-25,57
2013-02-26,62
2013-02-27,78
2013-02-28,76
2013-03-01,82
2013-03-02,69
2013-03-03,56
2013-03-04,72
2013-03-05,71
2013-03-06,66
2013-03-07,53
2013-03-08,51
2013-03-09,49
2013-03-10,48
2013-03-11,68
2013-03-12,46
2013-03-13,61
2013-03-14,77
2013-03-15,67
2013-03-16,70
2013-03-17,55
2013-03-18,59
2013-03-19,61
2013-03-20,70
2013-03-21,57
2013-03-22,59
2013-03-23,61
2013-03-24,77
2013-03-25,46
2013-03-26,57
2013-03-27,63
2013-03-28,64
2013-03-29,48
2013-03-30,67
2013-03-31,75
2013-04-01,76
2013-04-02,60
2013-04-03,77
2013-04-04,61
2013-04-05,54
2013-04-06,48
2013-04-07,56
2013-04-08,52
2013-04-09,63
2013-04-10,66
2013-04-11,63
2013-04-12,67
2013-04-13,70
2013-04-14,61
2013-04-15,58
2013-04-16,53
2013-04-17,50
2013-04-18,42
2013-04-19,51
2013-04-20,69
2013-04-21,65
2013-04-22,56
2013-04-23,43
2013-04-24,69
2013-04-25,46
2013-04-26,52
2013-04-27,54
2013-04-28,53
2013-04-29,47
2013-04-30,66
2013-05-01,61
2013-05-02,59
2013-05-03,59
2013-05-04,72
2013-05-05,54
2013-05-06,56
2013-05-07,58
2013-05-08,59
2013-05-09,61
2013-05-10,70
2013-05-11,67
2013-05-12,71
2013-05-13,54
2013-05-14,61
2013-05-15,80
2013-05-16,66
2013-05-17,82
2013-05-18,79
2013-05-19,53
2013-05-20,52
2013-05-21,53
2013-05-22,57
2013-05-23,60
2013-05-24,59
2013-05-25,51
2013-05-26,44
2013-05-27,69
2013-05-28,56
2013-05-29,51
2013-05-30,53
2013-05-31,50
2013-06-01,57
2013-06-02,74
2013-06-03,55
2013-06-04,51
2013-06-05,62
2013-06-06,63
2013-06-07,62
2013-06-08,53
2013-06-09,57
2013-06-10,52
2013-06-11,61
2013-06-12,50
2013-06-13,54
2013-06-14,54
2013-06-15,78
2013-06-16,60
2013-06-17,60
2013-06-18,68
2013-06-19,59
2013-06-20,83
2013-06-21,67
2013-06-22,68
2013-06-23,57
2013-06-24,46
2013-06-25,35
2013-06-26,54
2013-06-27,61
2013-06-28,61
2013-06-29,62
2013-06-30,73
2013-07-01,62
2013-07-02,42
2013-07-03,38
2013-07-04,64
2013-07-05,53
2013-07-06,66
2013-07-07,47
2013-07-08,65
2013-07-09,54
2013-07-10,58
2013-07-11,61
2013-07-12,68
2013-07-13,50
2013-07-14,57
2013-07-15,59
2013-07-16,48
2013-07-17,46
2013-07-18,55
2013-07-19,49
2013-07-20,55
2013-07-21,45
2013-07-22,40
2013-07-23,39
2013-07-24,68
2013-07-25,66
2013-07-26,57
2013-07-27,60
2013-07-28,53
2013-07-29,49
2013-07-30,63
2013-07-31,58
2013-08-01,50
2013-08-02,66
2013-08-03,45
2013-08-04,77
2013-08-05,59
2013-08-06,51
2013-08-07,42
2013-08-08,57
2013-08-09,48
2013-08-10,51
2013-08-11,47
2013-08-12,52
2013-08-13,51
2013-08-14,54
2013-08-15,64
2013-08-16,70
2013-08-17,56
2013-08-18,45
2013-08-19,42
2013-08-20,53
2013-08-21,47
2013-08-22,75
2013-08-23,74
2013-08-24,47
